name,price,city_mpg,highway_mpg
2019 Toyota Prius XLE,25497.0,54.0,50.0
2019 Toyota RAV4 Hybrid LE,29516.055555555555,41.0,38.0
2019 Toyota RAV4 Hybrid Limited,38242.142857142855,41.0,38.0
2019 Toyota RAV4 Hybrid XLE,33255.0,41.0,38.0
2019 Toyota RAV4 Hybrid XSE,38674.0,41.0,38.0
2019 Toyota RAV4 LE,26931.35714285714,26.0,35.0
2019 Toyota RAV4 XLE,29821.0,26.0,35.0
2019 Toyota RAV4 XLE Premium,33365.0,26.0,35.0
2019 Toyota Sequoia TRD Sport,60095.0,13.0,17.0
2019 Toyota Tacoma TRD Off Road,37354.0,18.0,22.0
2019 Toyota Tundra SR5,47570.0,13.0,18.0
2019 Toyota XLE,30564.0,0.0,0.0
2019 Toyota Yaris Sedan LE,18480.0,30.0,39.0
2019 Volkswagen Arteon 2.0T SEL,36833.0,20.0,27.0
2019 Volkswagen Atlas 2.0T SE,29722.0,22.0,26.0
2019 Volkswagen Atlas 3.6 V6 SEL R-Line,47730.0,17.0,23.0
2019 Volkswagen Atlas 3.6L S,31621.333333333332,17.0,23.0
2019 Volkswagen Atlas 3.6L SE w/Technology,37431.333333333336,0.0,0.0
2019 Volkswagen Atlas 3.6L SEL,43732.0,17.0,24.0
2019 Volkswagen Golf 1.4T SE,24856.666666666668,29.0,37.0
2019 Volkswagen Golf GTI SE,35199.0,24.0,32.0
2019 Volkswagen Golf SportWagen 1.4T SE,24770.0,27.0,36.0
2019 Volkswagen Jetta 1.4T S,17278.5,30.0,40.0
2019 Volkswagen Jetta GLI 2.0T S,26681.5,25.0,32.0
2019 Volkswagen Tiguan 2.0T S,24670.0,22.0,29.0
2019 Volkswagen Tiguan 2.0T SE,28872.5,21.0,29.0
2019 Volkswagen Tiguan 2.0T SEL,34685.0,22.0,29.0
2019 Volkswagen Tiguan 2.0T SEL R-Line Black,31739.0,22.0,29.0
2019 Volkswagen Tiguan SE,29460.0,21.0,29.0
2019 Volkswagen e-Golf SE,25383.5,126.0,111.0
2019 Volkswagen e-Golf SEL Premium,35239.0,0.0,0.0
2019 Volvo S60 T5 Momentum,38485.0,24.0,36.0
2020 Acura RDX A-Spec,45497.5,22.0,27.0
2020 Acura RDX Base,40595.0,21.0,27.0
2020 Acura RDX Technology Package,42795.0,22.0,28.0
2020 Audi Q3 2.0T Prestige,44840.0,0.0,0.0
2020 BMW 330 i xDrive,48435.0,25.0,34.0
2020 BMW 330i xDrive,50902.5,0.0,0.0
2020 BMW 430i,51620.0,0.0,0.0
2020 BMW 440i xDrive,63385.0,0.0,0.0
2020 BMW 530 i xDrive,61635.0,24.0,31.0
2020 BMW 840i,102190.0,0.0,0.0
2020 BMW M240 i,57260.0,22.0,30.0
2020 BMW M340 i xDrive,67395.0,22.0,30.0
2020 BMW X3 M Competition,83370.0,14.0,19.0
2020 BMW X3 sDrive30i,46445.0,25.0,29.0
2020 BMW X5 sDrive40i,68670.0,21.0,26.0
2020 BMW X5 xDrive40i,70570.0,20.0,26.0
2020 BMW X7 xDrive40i,84995.0,20.0,25.0
2020 Buick Enclave Avenir,52215.333333333336,18.0,26.0
2020 Buick Enclave Essence,41800.71428571428,18.0,26.0
2020 Buick Enclave Premium,48855.0,17.0,25.0
2020 Buick Encore Preferred,25385.0,25.0,30.0
2020 Buick Envision Essence,34983.2,21.0,27.0
2020 Buick Envision Premium II,42715.0,20.0,25.0
2020 Cadillac Escalade ESV Luxury,85082.33333333333,14.0,23.0
2020 Cadillac Escalade Luxury,85606.5,14.0,23.0
2020 Cadillac Escalade Premium Luxury,87935.0,14.0,23.0
2020 Cadillac XT4 Premium Luxury,47365.0,22.0,29.0
2020 Cadillac XT4 Sport,46487.5,24.0,30.0
2020 Cadillac XT6 Premium Luxury AWD,60672.666666666664,17.0,24.0
2020 Cadillac XT6 Sport AWD,67890.0,17.0,24.0
2020 Chevrolet 1LT,16345.0,0.0,0.0
2020 Chevrolet ACTIV,17490.0,0.0,0.0
2020 Chevrolet Blazer 1LT,31922.0,21.0,27.0
2020 Chevrolet Blazer 2LT,33705.0,0.0,0.0
2020 Chevrolet Blazer 3LT,37753.0,0.0,0.0
2020 Chevrolet Blazer Premier,44208.0,19.0,26.0
2020 Chevrolet Blazer RS,42990.0,19.0,26.0
2020 Chevrolet Camaro 1LS,25153.0,20.0,30.0
2020 Chevrolet Colorado 2WD Work Truck,29579.333333333332,18.0,25.0
2020 Chevrolet Colorado LT,34722.22580645161,20.0,26.0
2020 Chevrolet Colorado WT,30814.848484848484,18.0,25.0
2020 Chevrolet Colorado Z71,36691.913043478264,17.0,24.0
2020 Chevrolet Equinox 1LT,25550.0,26.0,31.571428571428573
2020 Chevrolet Equinox 2LT,25884.75,22.0,29.0
2020 Chevrolet Equinox LS,22434.833333333332,26.0,31.666666666666668
2020 Chevrolet Equinox Premier w/1LZ,29431.166666666668,26.0,31.666666666666668
2020 Chevrolet Equinox Premier w/2LZ,27322.0,0.0,0.0
2020 Chevrolet Express 2500 Work Van,32637.0,0.0,0.0
2020 Chevrolet Impala LT,28336.0,19.0,28.0
2020 Chevrolet LS,16300.2,0.0,0.0
2020 Chevrolet LT,54640.0,0.0,0.0
2020 Chevrolet Malibu 1LS,20880.0,29.0,36.0
2020 Chevrolet Malibu LT,24958.333333333332,29.0,36.0
2020 Chevrolet Malibu RS,19150.0,29.0,36.0
2020 Chevrolet Premier,72615.5,0.0,0.0
2020 Chevrolet RST,43607.0,0.0,0.0
2020 Chevrolet Silverado 1500 Custom,37946.36956521739,15.0,20.0
2020 Chevrolet Silverado 1500 Custom Trail Boss,43904.0,15.0,20.0
2020 Chevrolet Silverado 1500 LT,43899.68932038835,20.0,23.0
2020 Chevrolet Silverado 1500 LT Trail Boss,51243.31034482759,16.0,22.0
2020 Chevrolet Silverado 1500 LTZ,52762.36363636364,16.0,22.0
2020 Chevrolet Silverado 1500 RST,45801.0,19.636363636363637,22.581818181818182
2020 Chevrolet Silverado 1500 WT,36546.666666666664,15.0,20.0
2020 Chevrolet Silverado 2500 Custom,45650.0,0.0,0.0
2020 Chevrolet Silverado 2500 High Country,70684.0,0.0,0.0
2020 Chevrolet Silverado 2500 LT,54796.0,0.0,0.0
2020 Chevrolet Silverado 2500 LTZ,67384.69444444444,0.0,0.0
2020 Chevrolet Silverado 2500 WT,43840.0,0.0,0.0
2020 Chevrolet Silverado 3500 High Country,71145.0,0.0,0.0
2020 Chevrolet Silverado 3500 LTZ,68869.0,0.0,0.0
2020 Chevrolet Silverado 3500 WT,45982.0,0.0,0.0
2020 Chevrolet Sonic LT,15290.0,26.0,34.0
2020 Chevrolet Spark 1LT,14599.222222222223,29.0,38.0
2020 Chevrolet Spark 2LT,17358.285714285714,29.0,38.0
2020 Chevrolet Spark ACTIV,16427.916666666668,29.0,37.0
2020 Chevrolet Spark LS,13141.478005865103,29.0,38.0
2020 Chevrolet Spark LT,15816.076923076924,0.0,0.0
2020 Chevrolet Suburban LS,49510.333333333336,15.0,22.0
2020 Chevrolet Suburban LT,61564.31578947369,14.0,21.0
2020 Chevrolet Suburban Premier,69972.0,15.0,22.0
2020 Chevrolet Tahoe LS,51213.75,15.0,22.0
2020 Chevrolet Tahoe LT,59649.0,15.0,22.0
2020 Chevrolet Tahoe Premier,65274.5,15.0,22.0
2020 Chevrolet Traverse High Country,47640.0,18.0,27.0
2020 Chevrolet Traverse LS,29286.5,17.0,25.0
2020 Chevrolet Traverse LT Cloth,36658.142857142855,18.0,27.0
2020 Chevrolet Traverse LT Leather,43683.0,18.0,27.0
2020 Chevrolet Traverse Premier,46065.0,18.0,27.0
2020 Chevrolet Traverse RS,40763.25,18.0,27.0
2020 Chevrolet Trax LS,19434.083333333332,26.0,31.0
2020 Chevrolet WT,27510.0,0.0,0.0
2020 Chevrolet Work Van,30840.0,0.0,0.0
2020 Chevrolet Z71,33943.0,0.0,0.0
2020 Chrysler Pacifica Limited,43173.40909090909,19.0,28.0
2020 Chrysler Pacifica Touring L,37099.333333333336,19.0,28.0
2020 Chrysler Pacifica Touring-L,36750.89473684211,19.0,28.0
2020 Chrysler Pacifica Touring-L Plus,39943.15789473684,19.0,28.0
2020 Chrysler Voyager L,28456.1,19.0,28.0
2020 Chrysler Voyager LX,30489.41176470588,19.0,28.0
2020 Dodge Durango GT,37361.42857142857,19.0,26.0
2020 Dodge Durango SXT,34121.5,19.0,26.0
2020 Ford EcoSport SE,24045.0,27.0,29.0
2020 Ford Edge SE,28749.5,21.0,29.0
2020 Ford Edge SEL,36276.333333333336,21.0,29.0
2020 Ford Edge ST,40555.25,19.0,26.0
2020 Ford Edge Titanium,39323.4,21.0,29.0
2020 Ford Escape SE,27927.8,0.0,0.0
2020 Ford Escape SEL,32119.0,0.0,0.0
2020 Ford Escape Titanium,36186.5,0.0,0.0
2020 Ford Expedition Limited,70895.0,17.0,22.0
2020 Ford Expedition Max Limited,76470.0,16.0,21.0
2020 Ford Expedition Max XLT,65008.0,17.0,23.0
2020 Ford Expedition XLT,58459.6,17.0,22.0
2020 Ford Explorer Limited,48734.3,20.0,27.0
2020 Ford Explorer Platinum,56562.891304347824,18.0,24.0
2020 Ford Explorer ST,55933.67741935484,18.0,24.0
2020 Ford Explorer XLT,41378.16161616162,21.0,28.0
2020 Ford F-150 King Ranch,64528.0,17.0,23.0
2020 Ford F-150 Lariat,61546.0,19.0,24.0
2020 Ford F-150 Platinum,63724.0,16.0,22.0
2020 Ford F-150 XL,43234.333333333336,20.0,26.0
2020 Ford F-150 XLT,47697.86363636364,18.0,23.0
2020 Ford Fusion Hybrid Titanium,33151.0,43.0,41.0
2020 Ford Fusion S,22037.0,21.0,31.0
2020 Ford Fusion SE,22409.333333333332,23.0,34.0
2020 Ford Mustang EcoBoost,29507.0,21.0,30.0
2020 Ford Mustang GT,38787.0,15.0,24.0
2020 Ford Transit Connect XL,26230.466666666667,17.6,19.8
2020 Ford Transit Connect XLT,29033.85714285714,0.0,0.0
2020 Ford XL,26091.0,0.0,0.0
2020 Ford XLT,30555.5,0.0,0.0
2020 GMC Acadia AT4,44275.0,18.0,25.0
2020 GMC Acadia Denali,49085.333333333336,19.0,27.0
2020 GMC Acadia SLE,36901.25,21.0,27.0
2020 GMC Acadia SLT,42099.42857142857,0.0,0.0
2020 GMC Canyon All Terrain,38901.5,17.0,24.0
2020 GMC Canyon Denali,42259.0,17.0,24.0
2020 GMC Canyon SL,19994.0,20.0,26.0
2020 GMC Canyon SLE,36072.769230769234,20.0,26.0
2020 GMC Canyon SLT,40355.666666666664,18.0,25.0
2020 GMC Savana 2500 Work Van,32530.0,0.0,0.0
2020 GMC Sierra 1500 AT4,61699.5,16.0,21.0
2020 GMC Sierra 1500 Base,44996.0,16.0,21.0
2020 GMC Sierra 1500 Denali,60159.28571428572,17.0,24.0
2020 GMC Sierra 1500 Elevation,48758.375,20.0,23.0
2020 GMC Sierra 1500 SLE,46720.083333333336,20.0,23.0
2020 GMC Sierra 1500 SLT,53367.36111111111,16.0,22.0
2020 GMC Sierra 2500 SLT,67257.0,0.0,0.0
2020 GMC Sierra 3500 SLT,56378.0,0.0,0.0
2020 GMC Terrain Denali,37517.9,22.0,28.0
2020 GMC Terrain SLE,27181.458333333332,26.0,30.0
2020 GMC Terrain SLT,32136.714285714286,25.0,28.0
2020 GMC Work Van,29787.0,0.0,0.0
2020 GMC Yukon Denali,70567.75,14.0,22.0
2020 GMC Yukon SLT,61849.0,15.0,21.0
2020 GMC Yukon SLT Standard Edition,65310.0,15.0,22.0
2020 GMC Yukon XL Denali,72518.28571428571,14.0,23.0
2020 GMC Yukon XL SLT,63761.625,15.0,22.0
2020 GMC Yukon XL SLT Standard Edition,60662.5,14.0,21.0
2020 Genesis G80 3.3T Sport,53946.0,17.0,25.0
2020 Honda Accord EX 1.5T,28129.5,30.0,38.0
2020 Honda Accord EX-L 1.5T,30311.333333333332,30.0,38.0
2020 Honda Accord Hybrid Touring,33756.0,48.0,47.0
2020 Honda Accord LX 1.5T,24800.0,30.0,38.0
2020 Honda Accord Sport 1.5T,26886.428571428572,26.0,35.0
2020 Honda Accord Sport 2.0T,31990.0,22.0,32.0
2020 Honda Civic EX,25080.0,31.0,40.0
2020 Honda Civic LX,21869.666666666668,29.0,38.666666666666664
2020 Honda Civic Sport,23044.5,27.0,36.5
2020 Honda Odyssey EX,35492.0,19.0,28.0
2020 Honda Odyssey EX-L,38479.730769230766,19.0,28.0
2020 Honda Odyssey EX-L w/Navi/RES,41155.0,19.0,28.0
2020 Honda Odyssey EX-L w/Navigation/RES,40714.692307692305,19.0,28.0
2020 Honda Odyssey Elite,46892.5,19.0,28.0
2020 Honda Odyssey LX,31129.25,19.0,28.0
2020 Honda Odyssey Touring,45370.444444444445,19.0,28.0
2020 Honda Pilot Black Edition,50715.0,19.0,26.0
2020 Honda Pilot EX,35030.833333333336,19.0,27.0
2020 Honda Pilot EX-L,39121.8,18.0,26.0
2020 Honda Pilot Elite,49215.0,19.0,26.0
2020 Honda Pilot LX,32645.0,18.0,26.0
2020 Honda Pilot Touring 7-Passenger,45617.75,20.0,27.0
2020 Honda Pilot Touring 8-Passenger,44715.0,19.0,26.0
2020 Hyundai Accent SE,15039.5,29.0,39.0
2020 Hyundai Accent SEL,17150.0,33.0,41.0
2020 Hyundai Elantra SE,17021.0,30.0,40.0
2020 Hyundai Elantra SEL,17323.0,30.0,40.0
2020 Hyundai Elantra Value Edition,17795.0,30.0,40.0
2020 Hyundai Kona Limited,26030.0,28.0,32.0
2020 Hyundai Kona SEL,19773.0,27.0,33.0
2020 Hyundai Kona SEL Plus,25129.5,27.0,33.0
2020 Hyundai Kona Ultimate,28980.0,28.0,32.0
2020 Hyundai Santa Fe SE,28206.666666666668,22.0,29.0
2020 Hyundai Santa Fe SE 2.4,25655.0,22.0,29.0
2020 Hyundai Santa Fe SEL 2.0T,31256.0,20.0,27.0
2020 Hyundai Santa Fe SEL 2.4,28555.0,22.0,29.0
2020 Hyundai Sonata,33196.0,0.0,0.0
2020 Hyundai Tucson SE,21641.0,23.0,28.0
2020 Hyundai Tucson SEL,25841.0,22.0,28.0
2020 Hyundai Tucson Value,18995.0,23.0,28.0
2020 INFINITI Q50 3.0t LUXE,44020.5,19.0,27.0
2020 INFINITI QX50 ESSENTIAL,47000.0,22.0,28.0
2020 INFINITI QX50 Luxe,42525.0,23.0,29.0
2020 INFINITI QX50 SENSORY,53075.0,23.0,29.0
2020 INFINITI QX60 Luxe,54228.0,20.0,27.0
2020 INFINITI QX60 Pure,44457.5,20.0,27.0
2020 Jaguar F-PACE 25t Prestige,53149.0,22.0,27.0
2020 Jaguar F-PACE 25t R-Sport,63678.5,22.0,27.0
2020 Jaguar XE S,42645.0,24.0,34.0
2020 Jaguar XF 25t Prestige,52711.0,25.0,34.0
2020 Jeep Cherokee Latitude,23470.0,22.0,31.0
2020 Jeep Cherokee Latitude Plus,29247.0,22.0,31.0
2020 Jeep Cherokee Limited,31480.0,19.0,27.0
2020 Jeep Compass Altitude,27079.4,0.0,0.0
2020 Jeep Compass Latitude,23041.0,22.0,31.0
2020 Jeep Compass Limited,27388.0,22.0,31.0
2020 Jeep Compass Sport,22682.0,23.0,32.0
2020 Jeep Compass Trailhawk,28999.0,22.0,30.0
2020 Jeep Gladiator Overland,50395.07692307692,16.0,23.0
2020 Jeep Gladiator Rubicon,52590.5,16.0,23.0
2020 Jeep Gladiator Sport,45135.307692307695,16.0,23.0
2020 Jeep Gladiator Sport S,46292.0,0.0,0.0
2020 Jeep Grand Cherokee Altitude,39905.72727272727,0.0,0.0
2020 Jeep Grand Cherokee High Altitude,50055.5,0.0,0.0
2020 Jeep Grand Cherokee Laredo,38758.0,19.0,26.0
2020 Jeep Grand Cherokee Laredo E,35355.333333333336,0.0,0.0
2020 Jeep Grand Cherokee Limited,44196.818181818184,19.0,26.0
2020 Jeep Grand Cherokee Upland,35516.0,0.0,0.0
2020 Jeep Renegade Altitude,26145.0,0.0,0.0
2020 Jeep Wrangler Unlimited Rubicon,57303.0,17.0,23.0
2020 Jeep Wrangler Unlimited Sport,41069.8,17.0,23.0
2020 Jeep Wrangler Unlimited Sport Altitude,41153.0,0.0,0.0
2020 Jeep Wrangler Unlimited Sport S,39973.5,0.0,0.0
2020 Kia Forte GT,23720.0,0.0,0.0
2020 Kia Forte GT-Line,19050.0,30.0,40.0
2020 Kia Forte LXS,19652.0,30.0,40.0
2020 Kia Optima EX,28794.5,27.0,37.0
2020 Kia Optima EX Premium,31410.0,27.0,37.0
2020 Kia Optima LX,23611.6,25.0,35.0
2020 Kia Optima S,27679.0,24.0,32.0
2020 Kia Rio S,16322.0,33.0,41.0
2020 Kia Sedona EX,33823.0,18.0,24.0
2020 Kia Sedona L,27555.75,18.0,24.0
2020 Kia Sedona LX,31365.333333333332,18.0,24.0
2020 Kia Sedona SX,43045.0,18.0,24.0
2020 Kia Sorento LX,31371.75,22.0,29.0
2020 Kia Sorento S,37145.0,19.0,26.0
2020 Kia Sorento SX,37253.0,19.0,26.0
2020 Kia Soul EX,22932.840277777777,27.0,33.0
2020 Kia Soul GT-Line 1.6L,27843.0,0.0,0.0
2020 Kia Soul LX,21281.5,25.0,31.0
2020 Kia Soul S,20416.4,27.0,33.0
2020 Kia Soul X-Line,21566.5,27.0,33.0
2020 Kia Sportage EX,29485.833333333332,22.0,26.0
2020 Kia Sportage LX,25160.8,23.0,30.0
2020 Kia Sportage S,26702.0,22.0,26.0
2020 Kia Sportage SX Turbo,31187.5,20.0,28.0
2020 Land Rover Discovery Sport S,51282.0,0.0,0.0
2020 Land Rover Range Rover Evoque R-Dynamic HSE,62495.0,21.0,26.0
2020 Land Rover Range Rover Evoque R-Dynamic S,58393.5,21.0,26.0
2020 Land Rover Range Rover Evoque S,50958.0,20.0,27.0
2020 Lexus 570,83706.0,0.0,0.0
2020 Lexus ES 300h Base,49095.0,43.0,44.0
2020 Lexus ES 350 F Sport,47715.0,22.0,31.0
2020 Lexus GX 460,54012.0,0.0,0.0
2020 Lexus Luxury,50720.0,0.0,0.0
2020 Lexus NX 300 Base,42236.0,22.0,28.0
2020 Lexus NX 300h Base,45272.0,33.0,30.0
2020 Lexus RX 350,61365.0,0.0,0.0
2020 Lexus RX 350 Base,52985.0,20.0,27.0
2020 Lincoln Aviator Standard,82485.0,0.0,0.0
2020 Lincoln Corsair Reserve,51345.0,0.0,0.0
2020 Lincoln MKZ Hybrid Reserve,41379.0,42.0,39.0
2020 Lincoln MKZ Reserve,50890.0,20.0,31.0
2020 Lincoln Nautilus Standard,44283.5,21.0,26.0
2020 Mazda Mazda3 FWD w/Preferred Package,25420.0,0.0,0.0
2020 Mazda Mazda3 FWD w/Premium Package,27420.0,27.0,36.0
2020 Mazda Mazda3 FWD w/Select Package,22726.0,26.0,35.0
2020 Mazda Mazda6 Grand Touring,30028.0,23.0,31.0
2020 Mazda Mazda6 Sport,24920.0,26.0,35.0
2020 Mazda Mazda6 Touring,27224.333333333332,26.0,35.0
2020 Mercedes-Benz Base,66950.0,0.0,0.0
2020 Mercedes-Benz C 300,46695.0,24.0,35.0
2020 Mercedes-Benz E 450 4MATIC,66970.0,20.0,28.0
2020 Mercedes-Benz GLC 300 Base,45140.0,22.0,29.0
2020 Mercedes-Benz GLC 300 Base 4MATIC,48785.0,21.0,28.0
2020 Mercedes-Benz GLS 450 Base 4MATIC,85000.0,16.0,22.0
2020 Mercedes-Benz S 560 4MATIC,122145.0,17.0,27.0
2020 Mitsubishi Eclipse Cross LE,21872.5,25.0,28.0
2020 Mitsubishi Eclipse Cross SE,26925.0,25.0,28.0
2020 Mitsubishi Eclipse Cross SEL,30675.0,25.0,28.0
2020 Mitsubishi Outlander ES,25915.0,25.0,30.0
2020 Mitsubishi Outlander LE,28067.0,25.0,30.0
2020 Mitsubishi Outlander SEL,30771.0,24.0,29.0
2020 Mitsubishi Outlander SP,29561.5,25.0,30.0
2020 Mitsubishi Outlander Sport 2.0 ES,24671.666666666668,24.0,30.0
2020 Mitsubishi Outlander Sport 2.0 SE,27235.0,24.0,30.0
2020 Nissan 370Z NISMO,45685.0,17.0,26.0
2020 Nissan Altima 2.0 Platinum,33554.0,25.0,34.0
2020 Nissan Altima 2.5 Platinum,31534.25,25.0,35.0
2020 Nissan Altima 2.5 S,23021.0,28.0,39.0
2020 Nissan Altima 2.5 SR,26401.5,27.0,37.0
2020 Nissan Altima 2.5 SV,29130.0,26.0,36.0
2020 Nissan Armada SV,49534.0,13.0,18.0
2020 Nissan GT-R Premium,125160.0,16.0,22.0
2020 Nissan Maxima 3.5 SV,34363.0,20.0,30.0
2020 Nissan Murano Platinum,41057.75,20.0,28.0
2020 Nissan Murano S,29543.0,20.0,28.0
2020 Nissan Murano SL,39652.166666666664,20.0,28.0
2020 Nissan Murano SV,32376.0,20.0,28.0
2020 Nissan NV Cargo NV1500 S V6,31045.0,0.0,0.0
2020 Nissan NV200 S,24140.0,24.0,26.0
2020 Nissan NV200 SV,24271.0,24.0,26.0
2020 Nissan Pathfinder SV,32935.0,20.0,27.0
2020 Nissan Rogue S,25137.5,26.0,33.0
2020 Nissan Rogue SL,29800.333333333332,26.0,33.0
2020 Nissan Rogue SV,26159.0,26.0,33.0
2020 Nissan Versa 1.6 SR,18541.0,32.0,40.0
2020 Nissan Versa 1.6 SV,17884.0,32.0,40.0
2020 Nissan Versa S,16376.375,27.0,35.0
2020 Nissan Versa SR,19571.0,32.0,40.0
2020 RAM 1500 Big Horn,44907.512295081964,19.0,24.0
2020 RAM 1500 Big Horn/Lone Star,43595.0,19.0,24.0
2020 RAM 1500 Laramie,49890.17307692308,20.0,25.0
2020 RAM 1500 Limited,61508.42857142857,19.0,24.0
2020 RAM 1500 Lone Star,43336.90476190476,19.0,24.0
2020 RAM 1500 Longhorn,64150.0,19.0,24.0
2020 RAM 1500 Rebel,52946.07407407407,19.0,24.0
2020 RAM 1500 Tradesman,40469.818181818184,20.0,25.0
2020 RAM Big Horn,44441.4,0.0,0.0
2020 RAM Laramie,51109.0,0.0,0.0
2020 RAM Limited,67075.0,0.0,0.0
2020 RAM ProMaster 1500 Base,37435.0,0.0,0.0
2020 RAM ProMaster 2500 High Roof,40845.0,0.0,0.0
2020 RAM ProMaster 3500 High Roof,44160.0,0.0,0.0
2020 Subaru Ascent Touring 7-Passenger,46957.0,20.0,26.0
2020 Subaru Forester Limited,33970.5,26.0,33.0
2020 Subaru Impreza Sport,25771.0,22.0,30.0
2020 Subaru Legacy Sport,28903.0,27.0,35.0
2020 Subaru Outback Limited,36207.333333333336,26.0,33.0
2020 Subaru Outback Premium,30725.0,26.0,33.0
2020 Subaru Outback Touring,36647.0,26.0,33.0
2020 Subaru WRX Base,29234.0,21.0,27.0
2020 Toyota 4Runner Limited,45704.0,16.0,19.0
2020 Toyota 4Runner SR5 Premium,39472.0,16.0,19.0
2020 Toyota 4Runner Venture,43401.0,16.0,19.0
2020 Toyota Avalon Hybrid XLE,39425.0,43.0,44.0
2020 Toyota Avalon Hybrid XSE,42054.5,43.0,43.0
2020 Toyota Avalon XSE,41268.0,22.0,31.0
2020 Toyota Camry Hybrid LE,27785.0,0.0,0.0
2020 Toyota Camry L,24970.5,29.0,41.0
2020 Toyota Camry LE,24661.0,28.0,39.0
2020 Toyota Camry SE,26766.0,28.0,39.0
2020 Toyota Camry XLE,30627.0,28.0,39.0
2020 Toyota Camry XSE,31139.85714285714,28.0,39.0
2020 Toyota Corolla Hybrid LE,24304.0,53.0,52.0
2020 Toyota Corolla L,19444.0,30.0,38.0
2020 Toyota Corolla LE,20949.38888888889,30.0,38.0
2020 Toyota Corolla Nightshade,22061.0,31.0,40.0
2020 Toyota Corolla SE,22058.866666666665,31.0,40.0
2020 Toyota Corolla XLE,22318.0,29.0,37.0
2020 Toyota Prius Prime LE,26590.0,0.0,0.0
2020 Toyota Prius Prime Limited,33376.22222222222,0.0,0.0
2020 Toyota Prius Prime XLE,29880.333333333332,0.0,0.0
2020 Toyota Prius XLE,27346.0,52.0,48.0
2020 Toyota RAV4 LE,27285.0,26.0,35.0
2020 Toyota RAV4 XLE,30176.0,25.0,33.0
2020 Toyota RAV4 XLE Premium,33565.0,26.0,35.0
2020 Toyota Sienna LE,35097.916666666664,19.0,26.0
2020 Toyota Sienna SE,43127.0,19.0,26.0
2020 Toyota Sienna XLE,38600.0,19.0,26.0
2020 Toyota Sienna XLE Premium,42340.375,19.0,26.0
2020 Toyota Supra 3.0 Premium,66714.0,24.0,31.0
2020 Toyota Tacoma SR,30182.76923076923,18.153846153846153,22.307692307692307
2020 Toyota Tacoma SR5,34951.57894736842,20.0,23.0
2020 Toyota Tacoma TRD Off Road,39587.066666666666,17.0,20.0
2020 Toyota Tacoma TRD Pro,42832.0,17.0,20.0
2020 Toyota Tacoma TRD Sport,39673.0,17.733333333333334,22.4
2020 Toyota Tundra 1794,51126.0,13.0,18.0
2020 Toyota Tundra Limited,51111.833333333336,13.0,17.0
2020 Toyota Tundra SR5,43161.13953488372,13.0,17.0
2020 Toyota Yaris Sedan XLE,20114.0,32.0,40.0
2020 Volvo S60 T5 Momentum,39957.0,23.0,34.0
2020 Volvo V60 Cross Country T5,46988.0,22.0,31.0
2020 Volvo XC40 T5 Momentum,43280.0,22.0,30.0
2020 Volvo XC60 T5 Momentum,49970.0,20.0,27.0
2020 Volvo XC60 T5 R-Design,53755.0,20.0,27.0
2020 Volvo XC90 T5 Momentum 7 Passenger,52005.0,18.0,26.0
2020 Volvo XC90 T6 Momentum 7 Passenger,60940.0,20.0,27.0
